name,name_en,device,registry_key,action_count,function_count,atom_actions,description,description_en,categories,tags
Keithley 7999-6 开关设备,Keithley 7999-6 Switch Instrument,keithley79996,keithley79996,1,7,query,Keithley 7999-6 是一款可编程电信号开关/切换设备，用于实验室自动化测试中在不同通道、仪器和被测件之间进行信号路由与切换，适合多路复用和测量切换场景。,"The Keithley 7999-6 is a programmable electrical switching instrument used in laboratory automation to route and switch signals between channels, instruments, and devices under test. It is suited for multiplexing and measurement switching applications.",开关控制单元,表征设备|电子与电气测试|自动化测试信号切换与通道复用|开关控制单元
KEL10X 直流电子负载,KEL10X DC Electronic Load,kel10_x,kel10_x,11,19,auto-initialize|auto-lock_front_panel|auto-measure_current|auto-measure_power|auto-measure_voltage|auto-remote_sense|auto-set_current|auto-set_cv_voltage|auto-set_mode_current|auto-set_mode_voltage|auto-toggle_output,KEL10X 是一类可编程直流电子负载，用于吸收电源、充电器、电池或电源模块输出的电能，并对被测设备进行带载测试。根据现有证据，该设备支持恒流与恒压工作模式、远端感测、面板锁定以及电压、电流、功率测量，适合实验室中的电源性能验证与基础负载测试。,"The KEL10X is a programmable DC electronic load used to sink power from supplies, chargers, batteries, or power modules during load testing. Based on the available evidence, it supports constant-current and constant-voltage modes, remote sense, front-panel lock, and measurement of voltage, current, and power, making it suitable for laboratory power characterization and basic load testing.",电子负载,表征设备|电子与电气测试|电源与电池测试|电子负载
Kepco BOP 20-20M 双极性可编程电源/电流源,Kepco BOP 20-20M Bipolar Programmable Power Supply / Current Source,kepco_bop_20_20_m,kepco_bop_20_20_m,4,15,auto-measureR|auto-measurei|auto-measurev|auto-seti,Kepco BOP 20-20M 是一款双极性可编程电源，可作为受控电流源使用，并支持测量电流、电压及电阻等量。在实验室中常用于为器件提供正负双向激励、进行电学表征和 I-V/R 测量。,"The Kepco BOP 20-20M is a bipolar programmable power supply that can be used as a controlled current source and can measure current, voltage, and resistance-related quantities. In the lab it is commonly used to apply positive and negative electrical excitation to devices and for electrical characterization such as I-V and resistance measurements.",可编程直流电源,实验执行&合成设备|表征设备|电子与电气测试|I-V扫描与电输运测量|电子器件供电与台架测试|可编程直流电源
计算机键盘,Computer Keyboard,keyboard_listener,keyboard_listener,4,13,auto-run|auto-run_keyboard|auto-start|auto-stop,标准计算机键盘，用于实验室控制计算机上的人工输入。它可让操作人员通过按键、快捷键或简单命令触发实验流程、设备控制或界面交互。,"A standard computer keyboard used for manual input on a laboratory control computer. It allows an operator to trigger experiment workflows, device control, or interface interactions through key presses, hotkeys, or simple commands.",键盘输入设备,实验执行&合成设备|实验室自动化与仪器集成|人工输入与实验交互控制|键盘输入设备
是德科技示波器,Keysight Oscilloscope,keysight,keysight,44,56,auto-DVMisEnabled|auto-annotate|auto-annotateColor|auto-annotateOff|auto-channelLabel|auto-channelLabelOff|auto-enableDVM|auto-hardcopy|auto-measureBitRate|auto-measureBurstWidth|auto-measureCounterFrequency|auto-measureDVMacrms|auto-measureDVMdc|auto-measureDVMdcrms|auto-measureDVMfreq|auto-measureFallEdgeCount|auto-measureFallPulseCount|auto-measureFallTime|auto-measureFrequency|auto-measureNegDutyCycle|auto-measureNegPulseWidth|auto-measureOvershoot|auto-measurePeriod|auto-measurePosDutyCycle|auto-measurePosPulseWidth|auto-measurePreshoot|auto-measureRiseEdgeCount|auto-measureRisePulseCount|auto-measureRiseTime|auto-measureTblCall|auto-measureTblUnits|auto-measureVoltAmplitude|auto-measureVoltAverage|auto-measureVoltBase|auto-measureVoltMax|auto-measureVoltMin|auto-measureVoltPP|auto-measureVoltRMS|auto-measureVoltTop|auto-modeRun|auto-modeSingle|auto-modeStop|auto-setupAutoscale|auto-waveformData,台式电子示波器，用于采集、显示和分析电信号随时间变化的波形。常用于实验室中观察电压波形、测量频率、周期、上升沿、下降沿、占空比、脉宽、过冲及峰峰值等参数，并可导出波形数据和屏幕截图；部分机型还支持数字电压表功能。,"A benchtop electronic oscilloscope used to acquire, display, and analyze electrical waveforms over time. It is commonly used in laboratories to observe voltage signals and measure frequency, period, rise time, fall time, duty cycle, pulse width, overshoot, and peak-to-peak voltage, and can export waveform data and screen images; some models also support digital voltmeter functions.",数字存储示波器,表征设备|电子与电气测试|瞬态信号采集与同步触发测量|数字存储示波器
是德科技 DSOX2024A 数字示波器,Keysight DSOX2024A Digital Oscilloscope,keysight_dsox2024_a_wrapper,keysight_dsox2024_a_wrapper,20,29,auto-autoscale|auto-channel_coupling|auto-channel_info|auto-channel_invert|auto-channel_offset|auto-channel_position|auto-channel_probe|auto-channel_scale|auto-channel_toggle|auto-clear_buffers|auto-horizontal_offset|auto-horizontal_scale|auto-measure|auto-measure_setup|auto-reset|auto-trace|auto-trigger_channel|auto-trigger_level|auto-trigger_mode|auto-trigger_slope,一台台式数字示波器，用于观察、采集和测量电压信号随时间变化的波形。它支持多通道输入、触发控制、时基与垂直量程调节，以及自动测量功能，常用于电子电路调试、信号时域分析和实验室波形记录。,"A benchtop digital oscilloscope used to view, acquire, and measure voltage waveforms over time. It supports multi-channel inputs, trigger control, timebase and vertical scaling adjustments, and automated measurements, making it suitable for electronics debugging, time-domain signal analysis, and laboratory waveform capture.",数字存储示波器,表征设备|电子与电气测试|瞬态信号采集与同步触发测量|数字存储示波器
FieldFox 手持式矢量网络分析仪,FieldFox Handheld Vector Network Analyzer,keysight_field_fox,keysight_field_fox,11,26,auto-bandwidth|auto-display|auto-format|auto-points|auto-readFormatted|auto-readRI|auto-sparameter|auto-start|auto-stop|auto-sweep|auto-trigger,FieldFox 是一类便携式射频/微波矢量网络分析仪，用于对器件和网络进行扫频测量并获取 S 参数响应。它常用于实验室和现场测试中的滤波器、放大器、传输线及其他射频微波部件表征。,"FieldFox is a portable RF/microwave vector network analyzer used to sweep frequency and measure S-parameter responses of devices and networks. It is commonly used in laboratories and field testing to characterize filters, amplifiers, transmission lines, and other RF/microwave components.",矢量网络分析仪,表征设备|电子与电气测试|射频与电子电路测试|矢量网络分析仪
是德科技 InfiniiVision X 系列示波器,Keysight InfiniiVision X Series Oscilloscope,keysight_infinii_vision_x,keysight_infinii_vision_x,5,13,auto-channels|auto-displayed|auto-get_traces_from_displayed_channels|auto-screenshot|auto-trace,一类台式数字/混合信号示波器，用于实验室中观察、采集和分析电子信号波形，测量电压随时间的变化，检查各通道显示状态，并导出屏幕图像和波形数据。,"A bench-top digital/mixed-signal oscilloscope used in laboratories to view, capture, and analyze electronic waveforms, measure voltage-versus-time behavior, check channel display status, and export screen images and waveform data.",数字存储示波器,表征设备|电子与电气测试|瞬态信号采集与同步触发测量|数字存储示波器
是德科技 N90xxB X 系列信号分析仪,Keysight N90xxB X-Series Signal Analyzer,keysight_n90nn_b,keysight_n90nn_b,29,54,auto-NDIVision|auto-PDIVision|auto-clear_spectrum_state|auto-continuous|auto-detector|auto-external_gain|auto-feed|auto-input_attenuator|auto-input_attenuator_auto|auto-reference_level|auto-reference_level_offset|auto-reference_level_offset_state|auto-reference_output|auto-resolution_bandwidth|auto-resolution_bandwidths|auto-screenshot|auto-select|auto-sweep_points|auto-sweep_points_max|auto-sweep_time|auto-trace|auto-trace_data|auto-trace_iq_fcap|auto-trace_iq_fcap_context|auto-trace_sa|auto-trace_type|auto-unit_power|auto-video_bandwidth|auto-view_range,这是一类台式射频信号/频谱分析仪，用于观察和测量信号的频谱分布、功率电平、带宽、杂散、噪声及相关射频特性。它常用于射频与微波实验、通信信号测试、器件表征和频谱扫频测量，并支持分辨率带宽、视频带宽、检波器、输入衰减、参考电平、轨迹读取及部分 IQ 采集相关功能。,"This is a benchtop RF signal/spectrum analyzer used to view and measure signal spectra, power levels, bandwidth, spurs, noise, and related RF characteristics. It is commonly used in RF and microwave labs for communication signal testing, device characterization, and swept spectrum measurements, with support for resolution bandwidth, video bandwidth, detector selection, input attenuation, reference level control, trace readout, and some IQ capture-related functions.",频谱分析仪,表征设备|电子与电气测试|射频与电子电路测试|频谱分析仪
Kvaser CAN总线接口适配器,Kvaser CAN Bus Interface,kvaser_bus,kvaser_bus,4,27,auto-flash|auto-flush_tx_buffer|auto-send|auto-shutdown,这是一种用于将计算机连接到CAN总线网络的硬件接口设备，可用于发送和接收CAN报文、监测总线通信，以及在实验室中对基于CAN的控制器、仪器或嵌入式设备进行联调、测试与诊断。,"This is a hardware interface device that connects a computer to a CAN bus network. It is used to transmit and receive CAN messages, monitor bus traffic, and support laboratory integration, testing, and diagnostics of CAN-based controllers, instruments, and embedded systems.",USB-CAN总线适配器,实验执行&合成设备|电子与电气测试|CAN总线设备调试与集成|CAN总线通信记录与离线分析|USB-CAN总线适配器
LabJack多功能数据采集模块,LabJack multifunction DAQ module,labjack_device,labjack_device,8,15,auto-configuration|auto-doInitializeDevice|auto-doShutdownDevice|auto-getAnalogVoltage|auto-getDigitalValue|auto-setAnalogVoltage|auto-setConfiguration|auto-setDigitalValue,LabJack多功能数据采集模块是一种带模拟与数字输入输出接口的实验室数据采集和控制设备，可用于读取传感器电压信号、输出模拟控制电压，以及控制或监测数字开关量，常用于通用自动化、仪器联动和实验数据采集。,"A LabJack multifunction DAQ module is a laboratory data acquisition and control device with analog and digital I/O. It is used to read sensor voltages, output analog control voltages, and control or monitor digital logic signals in general automation, instrument integration, and experimental data acquisition.",数据采集与控制接口|模拟输入数据采集模块,实验执行&合成设备|表征设备|实验室自动化与仪器集成|实验仪器数据采集与联机控制|电压监测与传感器信号采集|数据采集与控制接口|模拟输入数据采集模块
Lake Shore 336低温温度控制器,Lake Shore Model 336 Cryogenic Temperature Controller,lakeshore336,lakeshore336,2,10,auto-sensor|auto-temperature,Lake Shore 336是一款多传感器低温温度控制器，用于连接并读取多个温度传感器，在低温实验和低温系统中进行温度监测与控制。,The Lake Shore Model 336 is a multi-sensor cryogenic temperature controller used to connect to and read multiple temperature sensors for temperature monitoring and control in cryogenic experiments and low-temperature systems.,温度控制器,实验执行&合成设备|表征设备|低温与量子测量|低温实验温控与制冷|温度控制器
Lake Shore 340低温温度控制器,Lake Shore 340 Cryogenic Temperature Controller,lakeshore340,lakeshore340,2,10,auto-sensor|auto-temperature,这是一款多传感器低温温度控制器，用于连接并读取低温传感器，在低温实验中进行温度监测与控温。,A multi-sensor cryogenic temperature controller used to connect to and read cryogenic sensors for temperature monitoring and control in low-temperature experiments.,温度控制器,实验执行&合成设备|表征设备|低温与量子测量|低温实验温控与制冷|温度控制器
350型多通道温度控制器,Lake Shore Model 350 Temperature Controller,lakeshore350,lakeshore350,8,23,auto-close|auto-get_heater_output|auto-get_temperature|auto-reset_and_clear|auto-set_heater_range|auto-set_setpoint|auto-setup_heater|auto-setup_ramp,一款多通道温度控制器，可读取多个温度传感器输入并驱动加热器输出，用于温度设定值保持、按斜坡升降温以及加热功率调节，常用于实验中的样品温度监测与稳定控制。,"A multi-channel temperature controller that reads multiple temperature sensor inputs and drives heater outputs for setpoint regulation, ramped temperature changes, and heater power control. It is commonly used for sample temperature monitoring and stabilization in laboratory experiments.",温度控制器,实验执行&合成设备|表征设备|环境控制与稳定性测试|外接设备恒温控制|温度控制器
370型多通道交流电阻桥,Model 370 Multi-Channel AC Resistance Bridge,lakeshore370,lakeshore370,2,10,auto-channel|auto-resistance,这是一台用于低温实验的多通道交流电阻桥，常见于稀释制冷机系统中。它可对多个通道的电阻进行高灵敏度测量，常用于低温电阻温度计读出以及低温样品电阻测量。,"This is a multi-channel AC resistance bridge for low-temperature experiments, commonly used in dilution refrigerator setups. It provides sensitive resistance measurements on multiple channels and is commonly used for cryogenic resistive thermometry readout and low-temperature sample resistance measurements.",交流电阻桥,表征设备|低温与量子测量|低温电阻测量与电阻温度计读出|交流电阻桥
Sutter Lambda 10-3多滤光轮控制器,Sutter Lambda 10-3 multi-filter wheel controller,lambda103,lambda103,10,16,auto-flush|auto-motorsON|auto-motorsON_async|auto-open_A|auto-position|auto-remote|auto-reset|auto-reset_async|auto-status|auto-status_async,Sutter Lambda 10-3 是用于显微成像等光学实验的高性能多滤光轮控制器，可同步控制最多 3 个滤光轮及快门，实现快速滤光片切换与激发/发射通道管理。,The Sutter Lambda 10-3 is a high-performance multi-filter wheel controller for microscopy and optical imaging workflows. It supports synchronized control of up to three filter wheels and shutters for rapid filter switching and excitation/emission path management.,电动滤光片转轮,表征设备|光学与光谱实验|显微成像与光学显微实验|电动滤光片转轮
电动激光功率控制器,Motorized Laser Power Controller,laser_power_control,laser_power_control,7,14,auto-execute_home_search|auto-get_lower_bound|auto-get_position|auto-get_upper_bound|auto-move_abs|auto-terminate_connection|auto-unit_transformer,一种通过电动旋转机构调节光学元件角度来控制激光输出功率的装置。它通常用于在实验中连续、可重复地调节激光强度，便于进行功率扫描、光路对准和样品照射强度控制。,"A device that controls laser output power by motorized rotation of an optical element. It is typically used in laboratory experiments for continuous, repeatable laser intensity adjustment, enabling power sweeps, optical alignment, and controlled sample illumination.",电动光衰减器,实验执行&合成设备|光学与光谱实验|激光激发与光谱测量|激光功率监测与能量校准|电动光衰减器
晶格图形标注对象,Lattice Graphic Overlay,lattice_graphic,lattice_graphic,10,415,auto-adjust_part|auto-begin_drag|auto-end_drag|auto-label_position|auto-mime_data_dict|auto-radius|auto-read_from_mime_data|auto-test|auto-u_pos|auto-v_pos,这不是独立实验硬件，而是显微图像或衍射图分析界面中的晶格图形标注对象，用于在图像上定义周期性晶格区域、掩膜或测量参考，并可交互调整 u、v 方向位置与半径。,"This is not a standalone laboratory instrument but a lattice graphic overlay used in microscopy or diffraction image analysis interfaces. It is used to define periodic lattice regions, masks, or measurement references on images, with interactive control of the u position, v position, and radius.",感兴趣区图形标注器,表征设备|实验数据可视化与分析|科学图像区域标注与感兴趣区分析|感兴趣区图形标注器
LCC25液晶控制器,LCC25 Liquid Crystal Controller,lcc25,lcc25,17,14,auto-default|auto-dwell|auto-enable|auto-extern|auto-frequency|auto-get_settings|auto-increment|auto-max_voltage|auto-min_voltage|auto-mode|auto-name|auto-remote|auto-save|auto-set_settings|auto-test_mode|auto-voltage1|auto-voltage2,Thorlabs LCC25 是一款用于驱动液晶模块的电子控制器，可设置两个输出电压，并按设定重复频率在两者之间切换；还可配置驻留时间、扫描增量和设置存储。它常用于实验室中对液晶器件进行稳定的电压驱动与动态切换控制。,"The Thorlabs LCC25 is an electronic controller for liquid crystal modules. It can set two output voltages and alternate between them at a defined repetition rate, with related settings such as dwell time, sweep increment, and stored configurations. It is used in laboratories to drive and switch liquid crystal devices under controlled electrical conditions.",液晶驱动控制器,实验执行&合成设备|电子与电气测试|电子器件供电与台架测试|脉冲激励与时序控制|液晶驱动控制器
通用I2C字符液晶显示屏,Generic I2C Character LCD,lcd__generic,lcd__generic,6,13,auto-lcd_backlight|auto-lcd_byte|auto-lcd_init|auto-lcd_string_write|auto-lcd_toggle_enable|auto-lcd_write_lines,这是一种带有 I2C 转接背板的字符液晶显示模块，常见规格为 16x2 或 20x4。它通常安装在实验装置、控制箱或测量系统上，用于显示传感器读数、设备状态、菜单信息、提示文本或报警信息。,"This is a character LCD module with an I2C backpack, commonly in 16x2 or 20x4 formats. It is typically used on laboratory instruments, control panels, or measurement systems to display sensor readings, device status, menu text, prompts, or alarm messages.",字符液晶显示屏,实验执行&合成设备|实验室自动化与仪器集成|过程控制与工业仪表实验|实验流程状态指示与告警|人工输入与实验交互控制|字符液晶显示屏
Grove 16×2 RGB背光字符液晶屏,Grove 16x2 RGB Backlight Character LCD,lcd__grove_lcd_rgb,lcd__grove_lcd_rgb,13,20,auto-clearDisplay|auto-display_backlight_color|auto-lcd_backlight|auto-lcd_byte|auto-lcd_init|auto-lcd_string_write|auto-lcd_toggle_enable|auto-lcd_write_lines|auto-setCursor|auto-setRGB|auto-setText|auto-writeCommand|auto-writeData,这是一款 Grove 接口的 I2C 16×2 字符液晶显示模块，带 RGB 或单色背光，可用于在实验系统中显示传感器读数、设备状态、菜单和提示信息。,"This is a Grove I2C 16x2 character LCD module with RGB or monochrome backlight, used in laboratory setups to display sensor readings, device status, menus, and user prompts.",字符液晶显示模块,实验执行&合成设备|实验室自动化与仪器集成|实验流程状态指示与告警|字符液晶显示模块
Keysight E4980A 精密LCR表,Keysight E4980A Precision LCR Meter,lcr__backend,lcr__backend,12,35,auto-close_instrument|auto-create_console_frame|auto-create_graph_frame|auto-create_info_frame|auto-create_input_frame|auto-create_widgets|auto-initialize_instrument|auto-log|auto-perform_measurement|auto-setup_styles|auto-start_sweep|auto-stop_sweep,这是一台台式精密LCR表，可在设定交流测试条件和直流偏压下测量电容、电感、电阻及阻抗相关参数。它常用于电子元件、半导体器件和材料样品的C-V表征与阻抗分析。,"This is a benchtop precision LCR meter used to measure capacitance, inductance, resistance, and related impedance parameters under defined AC test conditions and DC bias. It is commonly used for C-V characterization and impedance analysis of electronic components, semiconductor devices, and material samples.",阻抗分析仪,表征设备|电子与电气测试|阻抗分析仪|阻抗分析与LCR参数测量
LEONI光纤开关,LEONI Fiber Switch,leoni_switch,leoni_switch,6,13,auto-close|auto-get_active_channel|auto-get_firmware_rev|auto-get_num_channels|auto-ping|auto-set_active_channel,一种多通道光纤切换设备，用于在多个光纤通道之间选择当前连通的通路，常用于光学实验、光路切换和自动化测试系统中的信号路由。,"A multi-channel fiber switch used to select the active connection among multiple fiber channels. It is commonly used in optical experiments, light-path switching, and automated test setups for signal routing.",光纤开关,实验执行&合成设备|光学与光谱实验|光路切换与多通道光纤路由|光纤开关
Tecan Freedom EVO 自动化液体处理工作站,Tecan Freedom EVO automated liquid handling workstation,li_ha,li_ha,59,88,auto-action_move_vector_coordinate_position|auto-aspirate|auto-aspirate96|auto-can_pick_up_tip|auto-discard_disposable_tip_high|auto-dispense|auto-dispense96|auto-drop_resource|auto-drop_tips|auto-drop_tips96|auto-get_disposable_tip|auto-grip_plate|auto-initialize_plunger|auto-liha_connected|auto-mca_connected|auto-move_absolute_z|auto-move_detect_liquid|auto-move_picked_up_resource|auto-move_plunger_relative|auto-move_tracking_relative|auto-num_channels|auto-parse_response|auto-pick_up_resource|auto-pick_up_tips|auto-pick_up_tips96|auto-pnp_connected|auto-position_absolute_all_axis|auto-position_absolute_g|auto-position_initialization_x|auto-position_valve_logical|auto-report_g_param|auto-report_number_tips|auto-report_r_param|auto-report_x_param|auto-report_y_param|auto-report_z_param|auto-roma_connected|auto-send_command|auto-serialize|auto-set_detection_mode|auto-set_end_speed_plunger|auto-set_fast_speed_r|auto-set_fast_speed_x|auto-set_fast_speed_y|auto-set_fast_speed_z|auto-set_gripper_params|auto-set_search_retract_distance|auto-set_search_speed|auto-set_search_submerge|auto-set_search_z_max|auto-set_search_z_start|auto-set_slow_speed_z|auto-set_smooth_move_x|auto-set_stop_speed_plunger|auto-set_target_window_class|auto-set_tracking_distance_z|auto-set_vector_coordinate_position|auto-set_z_travel_height|auto-setup_arm,一款用于实验室自动移液与板件搬运的台式自动化工作站，通常配备多通道 LiHa 液体处理臂，可完成吸液、分液、液面探测、一次性吸头装卸及多轴定位，并可结合 96 通道或板搬运模块执行样品制备、微孔板加样和高通量实验流程。,"A benchtop automated liquid handling workstation for laboratory pipetting and plate movement. It typically includes a multichannel LiHa liquid handling arm for aspirating, dispensing, liquid level detection, disposable tip handling, and multi-axis positioning, and may work with 96-channel or plate-handling modules for sample preparation, microplate filling, and high-throughput workflows.",移液工作站,备料&前处理设备|实验执行&合成设备|生命体系|实验室自动化与仪器集成|移液站产品|移液工作站
FTDI USB转串口适配器,FTDI USB-to-Serial Adapter,lib_ftdi,lib_ftdi,36,41,auto-baudrate|auto-bytesize|auto-cbus_read|auto-cbus_setup|auto-cbus_write|auto-close|auto-dsrdtr|auto-flush|auto-flushInput|auto-flushOutput|auto-getBaudrate|auto-getByteSize|auto-getDsrDtr|auto-getParity|auto-getRtsCts|auto-getStopbits|auto-getTimeout|auto-getWriteTimeout|auto-getXonXoff|auto-parity|auto-read|auto-rtscts|auto-setBaudrate|auto-setByteSize|auto-setDsrDtr|auto-setParity|auto-setRtsCts|auto-setStopbits|auto-setTimeout|auto-setWriteTimeout|auto-setXonXoff|auto-stopbits|auto-timeout|auto-write|auto-writeTimeout|auto-xonxoff,基于 FTDI/FT232 芯片的 USB 转串口接口设备，用于在计算机与采用 UART/TTL 串行通信的实验仪器、微控制器或自制电子模块之间传输数据。部分型号还可通过 CBUS 引脚实现简单的数字输出与输入读取，常用于实验室中的串口通信、设备调试和基础 I/O 控制。,"A USB-to-serial interface device based on FTDI/FT232 chips, used to transfer data between a computer and laboratory instruments, microcontrollers, or custom electronics that communicate over UART/TTL serial links. Some models also expose CBUS pins for simple digital output and input reading, making them useful for serial communications, instrument debugging, and basic I/O control in the lab.",USB仪器通信接口|串行仪器通信接口,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|USB仪器通信接口|串行仪器通信接口
CTypes库仪器驱动基类,ctypes Library Instrument Driver Base,library_driver,library_driver,3,32,auto-argtypes|auto-restype|auto-value,这是一个通过动态链接库（如 DLL）与实验仪器通信的通用软件驱动基类。本身未对应到某一特定物理仪器，而是用于为各类提供厂商库接口的实验设备建立调用接口与数据类型映射。,"This is a generic software driver base for communicating with laboratory instruments through a dynamic library such as a DLL. It does not correspond to a specific physical instrument by itself; instead, it is used to build call interfaces and data type mappings for devices that provide vendor libraries.",动态链接库仪器驱动,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|动态链接库仪器驱动
数字微镜图案投影器,DLP Light Pattern Projector,light_crafter,light_crafter,22,36,auto-AdvancePatternSeq|auto-Close|auto-Connect|auto-GenHex|auto-GenStartMetadata|auto-GenVDCLines|auto-SetCalibrationPattern|auto-SetDisplayMode|auto-SetImage|auto-SetLeds|auto-SetLineIllumination|auto-SetMask|auto-SetPattern|auto-SetPatternDefs|auto-SetScanningHex|auto-SetScanningVDC|auto-SetSpot|auto-SetStatic|auto-SetStoredMask|auto-SetTestPattern|auto-SetVDCLines|auto-StartPatternSeq,这是一种基于数字微镜器件（DLP/DMD）的可编程光图案投影设备，可通过红绿蓝发光二极管与微镜阵列输出静态图像、掩模、线条、光斑及时序图案。在实验室中常用于结构光照明、掩模投影、扫描照明、系统标定和显微成像中的图案化激发。,"This is a programmable light pattern projector based on a digital micromirror device (DLP/DMD). Using RGB LEDs and a micromirror array, it can project static images, masks, lines, spots, and timed pattern sequences. In the lab it is commonly used for structured illumination, mask projection, scanning illumination, system calibration, and patterned excitation in microscopy.",数字微镜空间光调制器,实验执行&合成设备|光学与光谱实验|结构光照明与图案投影|显微成像与光学显微实验|数字微镜空间光调制器
LightField科研探测相机,LightField Scientific Detector Camera,light_field_detector_cam,light_field_detector_cam,1,8,query,用于科研实验的面阵探测相机/探测器，可采集二维图像或光谱相关信号，常见于光谱测量、低光成像和实验室光学检测。,"A scientific area detector camera used to acquire 2D images or spectroscopy-related signals, commonly used in laboratory optical measurements, low-light imaging, and spectroscopic experiments.",科学相机|面阵探测器,表征设备|光学与光谱实验|光谱采集与检测|科学相机|面阵探测器
线段图形标注对象,Line Graphic Annotation,line_type_graphic,line_type_graphic,20,415,auto-adjust_part|auto-angle|auto-begin_drag|auto-end|auto-end_arrow_enabled|auto-end_drag|auto-end_x|auto-end_y|auto-length|auto-mime_data_dict|auto-nudge|auto-read_from_mime_data|auto-read_properties_from_dict|auto-reset_position|auto-start|auto-start_arrow_enabled|auto-start_x|auto-start_y|auto-test|auto-vector,这不是独立物理仪器，而是科学成像软件中的线段/箭头图形标注对象，用于在实验图像或数据视图上定义起点、终点、长度、角度和方向，并支持拖拽、微调与区域交互，常用于显微图像或其他科研数据的标记与测量辅助。,"This is not a standalone physical instrument but a line/arrow graphic annotation object used in scientific imaging software. It defines a start point, end point, length, angle, and direction on experimental images or data views, and supports dragging, nudging, and interactive region editing for marking and measurement assistance in microscopy or other research datasets.",感兴趣区图形标注器,表征设备|实验数据可视化与分析|科学图像区域标注与感兴趣区分析|感兴趣区图形标注器
Tecan自动液体处理工作站,Tecan automated liquid handling workstation,liquid_classes,liquid_classes,58,139,auto-actions|auto-add|auto-add_labware|auto-add_new_labware|auto-add_type|auto-autoselect|auto-clearSelection|auto-create|auto-create_labware|auto-create_series|auto-fill|auto-find_free_wells|auto-find_new_tips|auto-get_DITI_series|auto-get_current_labware|auto-get_labware|auto-grid_carrier_line|auto-init_wells|auto-log|auto-moveParallel|auto-newOffset|auto-newPosition|auto-offset|auto-offsetAtParallelMove|auto-offsetFromName|auto-parallelOrder|auto-parse_file|auto-parse_worktable_file|auto-pick_up|auto-posAtParallelMove|auto-position|auto-put|auto-reagent|auto-refill_next_rack|auto-remove|auto-replace_with_new|auto-retire_labware|auto-retire_new_tips|auto-select|auto-selectAll|auto-selectOnly|auto-selected|auto-selected_wells|auto-set_DITI_counter|auto-set_back|auto-set_current|auto-set_current_next_to|auto-set_def_DiTi|auto-set_first_pos|auto-set_next|auto-show_next|auto-show_next_to|auto-size|auto-to_name|auto-vol|auto-waste|auto-wellSelectionStr|auto-write,这是一类用于实验室自动移液和样品处理的液体处理工作站。设备在工作台甲板上放置载架、孔板、试剂槽、比色皿、磁力模块和一次性吸头架，并通过自动吸液、分液、换头和废弃处理完成样品制备、试剂分装、PCR体系构建等流程。,"This is an automated liquid handling workstation used for laboratory pipetting and sample processing. The instrument arranges carriers, microplates, reagent troughs, cuvettes, magnetic modules, and disposable tip racks on a deck, and performs aspiration, dispensing, tip changes, and waste handling for tasks such as sample preparation, reagent distribution, and PCR setup.",移液工作站,备料&前处理设备|实验执行&合成设备|生命体系|溶液配制与反应|移液站产品|移液工作站
液位传感器,Liquid Level Sensor,liquid_level,liquid_level,5,12,auto-close|auto-execute|auto-getlevel|auto-open|auto-setdebug,用于检测容器、储液槽或流体处理系统中液体液位的实验室设备，可用于监测试剂余量、避免吸空或溢出，并支持自动化流体处理过程中的液位确认。,"A laboratory device used to detect the liquid level in containers, reservoirs, or fluid-handling systems. It is used to monitor reagent volume, prevent running dry or overflow, and confirm liquid presence in automated fluid-handling workflows.",液位传感器,备料&前处理设备|实验执行&合成设备|实验室自动化与仪器集成|传感测量与环境感知|移液站产品|实验仪器数据采集与联机控制|液位传感器
实时绘图客户端,Live Plot Client,live_plot_client,live_plot_client,13,20,auto-append_xy|auto-append_y|auto-append_z|auto-clear|auto-close|auto-disconnect_received|auto-hide|auto-label|auto-plot_xy|auto-plot_y|auto-plot_z|auto-remove|auto-send_to_plotter,用于实验室测量过程中的实时数据可视化客户端，可显示一维曲线、XY 曲线和二维伪彩图/热图，并支持追加数据、清空、隐藏、移除和文本标注等操作，便于在线监测实验信号与扫描结果。,"A real-time data visualization client for laboratory measurements. It displays 1D traces, XY curves, and 2D pseudocolor/heatmap data, and supports appending data, clearing, hiding, removing, and adding text labels for live monitoring of signals and scan results.",实验控制仪表板,表征设备|后处理设备|实验数据可视化与分析|多维实验数据可视化|实验仪器数据采集与联机控制|实验控制仪表板
Ondax SureLock VHG稳频激光二极管模块,Ondax SureLock VHG-stabilized laser diode module,lm,lm,15,47,auto-current|auto-enabled|auto-firmware|auto-maximum_current|auto-off|auto-off_time|auto-on|auto-on_time|auto-power|auto-reset|auto-save|auto-serial_number|auto-status|auto-target|auto-temperature,这是一款采用体全息光栅（VHG）稳频的半导体激光模块，可调节激光二极管电流、温度和光功率，并控制激光发射启停。它通常作为实验室中的稳定激光光源，用于光谱测量及其他光学实验。,"A VHG-stabilized semiconductor laser module with adjustable laser diode current, temperature, and optical power, plus control of laser emission enable/disable state. It is typically used as a stable laboratory laser source for spectroscopy and other optical experiments.",二极管激光器|实验室激光光源,表征设备|光学与光谱实验|激光激发与光谱测量|二极管激光器|实验室激光光源
