device,registry_key,short_description,categories,tags,action_count,atom_actions,action_titles,function_count,info_txt
partner,partner,Partner设备驱动。,实验执行&合成设备,实验执行&合成设备(experimental_step),21,auto-as_b_send|auto-b_recv|auto-b_send|auto-check_as_b_recv_completion|auto-check_as_b_send_completion|auto-create|auto-destroy|auto-get_last_error|auto-get_param|auto-get_recv_data|auto-get_stats|auto-get_status|auto-get_times|auto-set_param|auto-set_recv_callback|auto-set_send_callback|auto-set_send_data|auto-start|auto-start_to|auto-stop|auto-wait_as_b_send_completion,as_b_send|b_recv|b_send|check_as_b_recv_completion|check_as_b_send_completion|create|destroy|get_last_error|get_param|get_recv_data|get_stats|get_status|get_times|set_param|set_recv_callback|set_send_callback|set_send_data|start|start_to|stop|wait_as_b_send_completion,34,Uni-Lab-OS/community_drivers/partner/info.txt
pcan_basic,pcan_basic,PEAK PCAN CAN总线适配器是由PEAK-System Technik生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),14,auto-FilterMessages|auto-GetErrorText|auto-GetStatus|auto-GetValue|auto-Initialize|auto-InitializeFD|auto-LookUpChannel|auto-Read|auto-ReadFD|auto-Reset|auto-SetValue|auto-Uninitialize|auto-Write|auto-WriteFD,FilterMessages|GetErrorText|GetStatus|GetValue|Initialize|InitializeFD|LookUpChannel|Read|ReadFD|Reset|SetValue|Uninitialize|Write|WriteFD,15,Uni-Lab-OS/community_drivers/pcan_basic/info.txt
pcan_bus,pcan_bus,Pcan BUS是由PEAK-System Technik生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),14,auto-bits|auto-check_api_version|auto-fd|auto-flash|auto-get_api_version|auto-get_device_number|auto-reset|auto-send|auto-set_device_number|auto-shutdown|auto-state|auto-status|auto-status_is_ok|auto-status_string,bits|check_api_version|fd|flash|get_api_version|get_device_number|reset|send|set_device_number|shutdown|state|status|status_is_ok|status_string,19,Uni-Lab-OS/community_drivers/pcan_bus/info.txt
peeler,peeler,Plate Desealer/Peeler驱动，支持peel/restart。,撕膜仪,撕膜仪(device_template_tag),2,auto-peel|auto-restart,peel|restart,3,Uni-Lab-OS/community_drivers/peeler/info.txt
perkin_elmer_detector_cam,perkin_elmer_detector_cam,Perkin Elmer Detector CAM是由PerkinElmer生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),1,query,query,2,Uni-Lab-OS/community_drivers/perkin_elmer_detector_cam/info.txt
persistent__coil,persistent__coil,Persistent Current Superconducting Coil是由American Magnetics Inc.,表征设备,表征设备(experimental_step),17,auto-bring_source_to_field|auto-check_for_quench|auto-compensate_for_drift|auto-curr_to_field|auto-fake_folder|auto-field_to_curr|auto-get_all|auto-get_field|auto-get_heater_current|auto-get_source_current|auto-get_switch_state|auto-measure_field|auto-set_field|auto-set_heater_current|auto-set_source_current|auto-set_switch_state|auto-step_field_to_value,bring_source_to_field|check_for_quench|compensate_for_drift|curr_to_field|fake_folder|field_to_curr|get_all|get_field|get_heater_current|get_source_current|get_switch_state|measure_field|set_field|set_heater_current|set_source_current|set_switch_state|step_field_to_value,18,Uni-Lab-OS/community_drivers/persistent__coil/info.txt
persistent__coil_ami,persistent__coil_ami,AMI超导持续电流线圈控制器，用于超导磁体的持续电流模式管理。,表征设备,表征设备(experimental_step),17,auto-bring_source_to_field|auto-check_for_quench|auto-compensate_for_drift|auto-curr_to_field|auto-fake_folder|auto-field_to_curr|auto-get_all|auto-get_field|auto-get_source_field|auto-get_switch_state|auto-heater_enabled|auto-measure_field|auto-set_field|auto-set_source_field|auto-set_switch_state|auto-step_field_to_value|auto-turn_on_heater,bring_source_to_field|check_for_quench|compensate_for_drift|curr_to_field|fake_folder|field_to_curr|get_all|get_field|get_source_field|get_switch_state|heater_enabled|measure_field|set_field|set_source_field|set_switch_state|step_field_to_value|turn_on_heater,18,Uni-Lab-OS/community_drivers/persistent__coil_ami/info.txt
persistent_object,persistent_object,Persistent Object是一款实验执行&合成设备，主要功能包括关闭、写入数据、加载、复位、读取数据、运动控制。,实验执行&合成设备,实验执行&合成设备(experimental_step),64,auto-about_to_be_inserted|auto-about_to_be_removed|auto-append_item|auto-begin_reading|auto-change_relationship_item_uuid|auto-clear_property|auto-close|auto-close_items|auto-close_relationships|auto-container|auto-create_item_proxy|auto-create_item_reference|auto-deepcopy_from|auto-define_item|auto-define_property|auto-define_relationship|auto-define_root_context|auto-define_type|auto-destroy_item_reference|auto-enter_write_delay|auto-exit_write_delay|auto-extend_items|auto-finish_reading|auto-get_item|auto-get_item_by_uuid|auto-get_relationship_items|auto-get_storage_properties|auto-insert_item|auto-insert_model_item|auto-is_write_delayed|auto-item_count|auto-item_index|auto-item_names|auto-item_set|auto-item_specifier|auto-key_names|auto-load_item|auto-lookup_id|auto-modified|auto-modified_count|auto-persistent_object_context|auto-persistent_object_context_changed|auto-persistent_storage|auto-property_changed|auto-property_names|auto-read_external_data|auto-read_from_dict|auto-relationship_names|auto-remove_item|auto-remove_model_item|auto-reserve_external_data|auto-resolve_item_specifier|auto-rewrite|auto-set_item|auto-set_storage_system|auto-type|auto-undefine_items|auto-undefine_properties|auto-undefine_relationships|auto-unload_item|auto-update_item_context|auto-update_storage_system|auto-write_external_data|auto-write_to_dict,about_to_be_inserted|about_to_be_removed|append_item|begin_reading|change_relationship_item_uuid|clear_property|close|close_items|close_relationships|container|create_item_proxy|create_item_reference|deepcopy_from|define_item|define_property|define_relationship|define_root_context|define_type|destroy_item_reference|enter_write_delay|exit_write_delay|extend_items|finish_reading|get_item|get_item_by_uuid|get_relationship_items|get_storage_properties|insert_item|insert_model_item|is_write_delayed|item_count|item_index|item_names|item_set|item_specifier|key_names|load_item|lookup_id|modified|modified_count|persistent_object_context|persistent_object_context_changed|persistent_storage|property_changed|property_names|read_external_data|read_from_dict|relationship_names|remove_item|remove_model_item|reserve_external_data|resolve_item_specifier|rewrite|set_item|set_storage_system|type|undefine_items|undefine_properties|undefine_relationships|unload_item|update_item_context|update_storage_system|write_external_data|write_to_dict,166,Uni-Lab-OS/community_drivers/persistent_object/info.txt
persistent_property,persistent_property,Persistent Property是一款实验执行&合成设备，主要功能包括关闭、写入数据、加载、复位、读取数据、运动控制。,实验执行&合成设备,实验执行&合成设备(experimental_step),7,auto-close|auto-get_comparable_string|auto-is_equal|auto-json_value|auto-read_from_dict|auto-set_value|auto-write_to_dict,close|get_comparable_string|is_equal|json_value|read_from_dict|set_value|write_to_dict,165,Uni-Lab-OS/community_drivers/persistent_property/info.txt
persistent_storage_system,persistent_storage_system,Persistent Storage System是一款后处理设备，主要功能包括关闭、写入数据、加载、复位、读取数据、运动控制。,后处理设备,后处理设备(experimental_step),26,auto-clear_property|auto-close|auto-enter_transaction|auto-enter_write_delay|auto-exit_transaction|auto-exit_write_delay|auto-insert_relationship_item|auto-is_write_delayed|auto-load_component_item|auto-load_properties|auto-load_relationship_item|auto-migrate_to_latest|auto-prune|auto-read_external_data|auto-read_project_properties|auto-remove_relationship_item|auto-reserve_external_data|auto-reset|auto-restore_item|auto-rewrite_item|auto-set_component_item|auto-set_property|auto-set_root_item|auto-unload_item|auto-unload_relationship_item|auto-write_external_data,clear_property|close|enter_transaction|enter_write_delay|exit_transaction|exit_write_delay|insert_relationship_item|is_write_delayed|load_component_item|load_properties|load_relationship_item|migrate_to_latest|prune|read_external_data|read_project_properties|remove_relationship_item|reserve_external_data|reset|restore_item|rewrite_item|set_component_item|set_property|set_root_item|unload_item|unload_relationship_item|write_external_data,183,Uni-Lab-OS/community_drivers/persistent_storage_system/info.txt
petite_fleur_chiller,petite_fleur_chiller,Collection of command definitions for Huber PetiteFleur chiller,generic,,13,auto-check_errors|auto-clear_errors|auto-initialize_device|auto-interpret_status|auto-is_connected|auto-is_idle|auto-ramp_temperature|auto-set_circulator_control|auto-set_temperature|auto-start_temp_ctrl|auto-start_temperature_regulation|auto-stop_temperature_regulation|auto-temp_transform,check_errors|clear_errors|initialize_device|interpret_status|is_connected|is_idle|ramp_temperature|set_circulator_control|set_temperature|start_temp_ctrl|start_temperature_regulation|stop_temperature_regulation|temp_transform,21,Uni-Lab-OS/community_drivers/petite_fleur_chiller/info.txt
pfeiffer_rs485_serial,pfeiffer_rs485_serial,Pfeiffer Rs485 Serial是由Pfeiffer Vacuum生产的实验执行&合成设备，主要功能包括关闭、读取数据。,实验执行&合成设备,实验执行&合成设备(experimental_step),3,auto-close|auto-nextMessage|auto-serialReadNextLine,close|nextMessage|serialReadNextLine,6,Uni-Lab-OS/community_drivers/pfeiffer_rs485_serial/info.txt
phd2000,phd2000,Phd2000是由Harvard Apparatus生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),2,auto-settargetvolume|auto-stop,settargetvolume|stop,21,Uni-Lab-OS/community_drivers/phd2000/info.txt
phidget_tc,phidget_tc,Phidget Thermocouple Interface是由Phidgets Inc.,表征设备,表征设备(experimental_step),3,auto-connect|auto-disconnect|auto-rcv_vals,connect|disconnect|rcv_vals,4,Uni-Lab-OS/community_drivers/phidget_tc/info.txt
phoxx_laser,phoxx_laser,PhoxxLaser,laser,,8,auto-Close|auto-GetOutputmW|auto-GetPower|auto-GetStatusText|auto-IsOn|auto-SetPower|auto-TurnOff|auto-TurnOn,Close|GetOutputmW|GetPower|GetStatusText|IsOn|SetPower|TurnOff|TurnOn,17,Uni-Lab-OS/community_drivers/phoxx_laser/info.txt
physical_device,physical_device,Physical Device是一款实验执行&合成设备，主要功能包括停止、初始化、启动、状态查询、设备连接。,实验执行&合成设备,实验执行&合成设备(experimental_step),20,auto-any|auto-anyDevice|auto-backgroundStatusUpdates|auto-commandHelp|auto-connectedDevices|auto-doGetStatusUserInfo|auto-doInitializeDevice|auto-doShutdownDevice|auto-initializeDevice|auto-initializeIfNeeded|auto-isAbstractClass|auto-isCompatibleWith|auto-isDebugClass|auto-isMonitoring|auto-sendCommand|auto-shutdownDevice|auto-startBackgroundStatusUpdates|auto-stopBackgroundStatusUpdates|auto-uniqueDevice|auto-vidpids,any|anyDevice|backgroundStatusUpdates|commandHelp|connectedDevices|doGetStatusUserInfo|doInitializeDevice|doShutdownDevice|initializeDevice|initializeIfNeeded|isAbstractClass|isCompatibleWith|isDebugClass|isMonitoring|sendCommand|shutdownDevice|startBackgroundStatusUpdates|stopBackgroundStatusUpdates|uniqueDevice|vidpids,22,Uni-Lab-OS/community_drivers/physical_device/info.txt
pi_cam_detector_cam,pi_cam_detector_cam,PI CAM Detector CAM是由Raspberry Pi Foundation生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),1,query,query,2,Uni-Lab-OS/community_drivers/pi_cam_detector_cam/info.txt
pi_controler,pi_controler,Physik Instrumente Pi Controler 自动化设备是由Physik Instrumente (PI)生产的专业实验设备。,物流/机械,物流/机械(experimental_step),6,auto-controler_output|auto-is_connected|auto-quit|auto-read_probes|auto-reset|auto-update,controler_output|is_connected|quit|read_probes|reset|update,15,Uni-Lab-OS/community_drivers/pi_controler/info.txt
pi_gpio_factory,pi_gpio_factory,Physik Instrumente Pi Gpio Factory是由Physik Instrumente (PI)生产的实验执行&合成设备，主要功能包括传输、关闭、设备连接。,实验执行&合成设备,实验执行&合成设备(experimental_step),9,auto-close|auto-closed|auto-connection|auto-host|auto-port|auto-spi|auto-ticks|auto-ticks_diff|auto-transfer,close|closed|connection|host|port|spi|ticks|ticks_diff|transfer,60,Uni-Lab-OS/community_drivers/pi_gpio_factory/info.txt
pi_gpio_hardware_spi,pi_gpio_hardware_spi,Pi GPIO Hardware SPI 树莓派硬件SPI接口是由复纳科学仪器（上海）有限公司生产的专业实验设备。,表征设备,表征设备(experimental_step),9,auto-close|auto-closed|auto-connection|auto-host|auto-port|auto-spi|auto-ticks|auto-ticks_diff|auto-transfer,close|closed|connection|host|port|spi|ticks|ticks_diff|transfer,61,Uni-Lab-OS/community_drivers/pi_gpio_hardware_spi/info.txt
pi_gpio_software_spi,pi_gpio_software_spi,Pi GPIO Software SPI 树莓派软件SPI接口是由复纳科学仪器（上海）有限公司生产的专业实验设备。,表征设备,表征设备(experimental_step),9,auto-close|auto-closed|auto-connection|auto-host|auto-port|auto-spi|auto-ticks|auto-ticks_diff|auto-transfer,close|closed|connection|host|port|spi|ticks|ticks_diff|transfer,61,Uni-Lab-OS/community_drivers/pi_gpio_software_spi/info.txt
pi_oled_circuitpython,pi_oled_circuitpython,Physik Instrumente Pi Oled Circuitpython 仪器 LED光源是由Physik Instrumente (PI)生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),3,auto-lcd_backlight|auto-lcd_init|auto-lcd_write_lines,lcd_backlight|lcd_init|lcd_write_lines,4,Uni-Lab-OS/community_drivers/pi_oled_circuitpython/info.txt
pica_launcher_app,pica_launcher_app,"Picarro 水同位素分析仪 δ18O、δ17O、δD 和 17O-盈余 L2140-i 是由Picarro, Inc.",实验执行&合成设备,实验执行&合成设备(experimental_step),13,auto-create_launcher_panel|auto-create_resource_panel|auto-create_widgets|auto-launch_script|auto-log|auto-open_license|auto-open_manual_file|auto-open_readme|auto-open_repo|auto-open_script_folder|auto-open_updates|auto-run_gpib_test|auto-setup_styles,create_launcher_panel|create_resource_panel|create_widgets|launch_script|log|open_license|open_manual_file|open_readme|open_repo|open_script_folder|open_updates|run_gpib_test|setup_styles,30,Uni-Lab-OS/community_drivers/pica_launcher_app/info.txt
pico_motor_controller8742,pico_motor_controller8742,单光子计数器（TCSPC）德国picoquant是由武汉东隆科技有限公司生产的专业实验设备。,物流/机械,物流/机械(experimental_step),34,auto-abort_motion|auto-acceleration|auto-axis|auto-controller_address|auto-controller_configuration|auto-dhcp_mode|auto-error_code|auto-error_code_and_message|auto-firmware_version|auto-gateway|auto-home_position|auto-hostname|auto-ip_address|auto-is_stopped|auto-mac_address|auto-motor_check|auto-motor_type|auto-move_absolute|auto-move_indefinite|auto-move_relative|auto-multiple_controllers|auto-name|auto-netmask|auto-position|auto-purge|auto-query|auto-recall_parameters|auto-reset|auto-save_settings|auto-scan|auto-scan_controllers|auto-scan_done|auto-sendcmd|auto-velocity,abort_motion|acceleration|axis|controller_address|controller_configuration|dhcp_mode|error_code|error_code_and_message|firmware_version|gateway|home_position|hostname|ip_address|is_stopped|mac_address|motor_check|motor_type|move_absolute|move_indefinite|move_relative|multiple_controllers|name|netmask|position|purge|query|recall_parameters|reset|save_settings|scan|scan_controllers|scan_done|sendcmd|velocity,33,Uni-Lab-OS/community_drivers/pico_motor_controller8742/info.txt
picomotor_stage,picomotor_stage,Newport Picomotor Piezo Stage 电机 自动化设备 位移台是由Newport (MKS)生产的专业实验设备。,物流/机械,物流/机械(experimental_step),7,auto-get_controllers_scan|auto-get_home_position|auto-get_product_id|auto-resolve_address_conflicts|auto-set_home_position|auto-wait_motor_moved|auto-wait_scan_done,get_controllers_scan|get_home_position|get_product_id|resolve_address_conflicts|set_home_position|wait_motor_moved|wait_scan_done,41,Uni-Lab-OS/community_drivers/picomotor_stage/info.txt
picosecond_delayer,picosecond_delayer,Microphoton devices picosecond delay module,timing,,21,auto-Disable|auto-Enable|auto-GenStartMetadata|auto-GetDelay|auto-GetEdge|auto-GetFrequencyDivider|auto-GetIO|auto-GetMaxDelay|auto-GetPulseWidth|auto-GetTemperature|auto-GetTriggerLevel|auto-delay|auto-echo_mode|auto-edge|auto-frequency_divider|auto-high_speed_mode|auto-io|auto-pulse_width|auto-register|auto-send_command|auto-trigger_level,Disable|Enable|GenStartMetadata|GetDelay|GetEdge|GetFrequencyDivider|GetIO|GetMaxDelay|GetPulseWidth|GetTemperature|GetTriggerLevel|delay|echo_mode|edge|frequency_divider|high_speed_mode|io|pulse_width|register|send_command|trigger_level,33,Uni-Lab-OS/community_drivers/picosecond_delayer/info.txt
piezo_c867,piezo_c867,c867,devices|piezo,,15,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetFirmwareVersion|auto-GetMax|auto-GetMin|auto-GetPos|auto-GetPosXY|auto-GetVelocity|auto-MoveRel|auto-MoveTo|auto-MoveToXY|auto-ReInit|auto-SetServo|auto-SetVelocity,GetChannelObject|GetChannelPhase|GetControlReady|GetFirmwareVersion|GetMax|GetMin|GetPos|GetPosXY|GetVelocity|MoveRel|MoveTo|MoveToXY|ReInit|SetServo|SetVelocity,40,Uni-Lab-OS/community_drivers/piezo_c867/info.txt
piezo_c867_t,piezo_c867_t,c867,piezo,,18,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetFirmwareVersion|auto-GetMax|auto-GetMin|auto-GetPos|auto-GetPosXY|auto-GetVelocity|auto-MoveInDir|auto-MoveTo|auto-MoveToXY|auto-OnTarget|auto-ReInit|auto-SetServo|auto-SetVelocity|auto-StopMove|auto-close,GetChannelObject|GetChannelPhase|GetControlReady|GetFirmwareVersion|GetMax|GetMin|GetPos|GetPosXY|GetVelocity|MoveInDir|MoveTo|MoveToXY|OnTarget|ReInit|SetServo|SetVelocity|StopMove|close,40,Uni-Lab-OS/community_drivers/piezo_c867_t/info.txt
piezo_channel,piezo_channel,压电通道控制驱动，支持单通道或多通道压电陶瓷位移精密控制。,物流/机械,物流/机械(experimental_step),31,auto-backlash_correction|auto-change_position_control_mode|auto-channel|auto-destination|auto-drive_op_parameters|auto-enabled|auto-enabled_multi|auto-enabled_single|auto-go_home|auto-home_parameters|auto-identify|auto-jog_parameters|auto-led_intensity|auto-max_travel|auto-model_number|auto-motion_timeout|auto-motor_model|auto-move|auto-move_abs|auto-move_jog|auto-move_jog_stop|auto-n_channels|auto-name|auto-output_position|auto-position|auto-position_control_closed|auto-position_count|auto-position_encoder|auto-serial_number|auto-set_scale|auto-status_bits,backlash_correction|change_position_control_mode|channel|destination|drive_op_parameters|enabled|enabled_multi|enabled_single|go_home|home_parameters|identify|jog_parameters|led_intensity|max_travel|model_number|motion_timeout|motor_model|move|move_abs|move_jog|move_jog_stop|n_channels|name|output_position|position|position_control_closed|position_count|position_encoder|serial_number|set_scale|status_bits,13,Uni-Lab-OS/community_drivers/piezo_channel/info.txt
piezo_e255,piezo_e255,e255,devices|generic,,7,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetMax|auto-GetMin|auto-GetPos|auto-MoveTo,GetChannelObject|GetChannelPhase|GetControlReady|GetMax|GetMin|GetPos|MoveTo,8,Uni-Lab-OS/community_drivers/piezo_e255/info.txt
piezo_e662,piezo_e662,e662,generic,,7,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetMax|auto-GetMin|auto-GetPos|auto-MoveTo,GetChannelObject|GetChannelPhase|GetControlReady|GetMax|GetMin|GetPos|MoveTo,8,Uni-Lab-OS/community_drivers/piezo_e662/info.txt
piezo_e709,piezo_e709,e709,devices|generic,,11,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetFirmwareVersion|auto-GetMax|auto-GetMin|auto-GetPos|auto-MoveRel|auto-MoveTo|auto-ReInit|auto-SetServo,GetChannelObject|GetChannelPhase|GetControlReady|GetFirmwareVersion|GetMax|GetMin|GetPos|MoveRel|MoveTo|ReInit|SetServo,31,Uni-Lab-OS/community_drivers/piezo_e709/info.txt
piezo_e709_t,piezo_e709_t,e709,piezo,,17,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetFirmwareVersion|auto-GetMax|auto-GetMin|auto-GetPos|auto-GetPosXY|auto-GetTargetPos|auto-MoveInDir|auto-MoveRel|auto-MoveTo|auto-OnTarget|auto-ReInit|auto-SetServo|auto-StopMove|auto-close,GetChannelObject|GetChannelPhase|GetControlReady|GetFirmwareVersion|GetMax|GetMin|GetPos|GetPosXY|GetTargetPos|MoveInDir|MoveRel|MoveTo|OnTarget|ReInit|SetServo|StopMove|close,31,Uni-Lab-OS/community_drivers/piezo_e709_t/info.txt
piezo_e816,piezo_e816,e816,generic,,7,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetMax|auto-GetMin|auto-GetPos|auto-MoveTo,GetChannelObject|GetChannelPhase|GetControlReady|GetMax|GetMin|GetPos|MoveTo,8,Uni-Lab-OS/community_drivers/piezo_e816/info.txt
piezo_e816_t,piezo_e816_t,e816,generic,,16,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetFirmwareVersion|auto-GetMax|auto-GetMin|auto-GetPos|auto-GetPosXY|auto-GetTargetPos|auto-MoveInDir|auto-MoveRel|auto-MoveTo|auto-OnTarget|auto-ReInit|auto-SetDriftCompensation|auto-close,GetChannelObject|GetChannelPhase|GetControlReady|GetFirmwareVersion|GetMax|GetMin|GetPos|GetPosXY|GetTargetPos|MoveInDir|MoveRel|MoveTo|OnTarget|ReInit|SetDriftCompensation|close,33,Uni-Lab-OS/community_drivers/piezo_e816_t/info.txt
piezo_e816b,piezo_e816b,e816b,generic,,7,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetMax|auto-GetMin|auto-GetPos|auto-MoveTo,GetChannelObject|GetChannelPhase|GetControlReady|GetMax|GetMin|GetPos|MoveTo,8,Uni-Lab-OS/community_drivers/piezo_e816b/info.txt
pim,pim,PIM Pulse Intensity Monitor是一款表征设备，主要功能包括启动、状态查询、运动控制。,表征设备,表征设备(experimental_step),10,auto-format_status_info|auto-infer_prefix|auto-insert|auto-inserted|auto-prefix_start|auto-remove|auto-removed|auto-stage|auto-unstage|auto-y_states,format_status_info|infer_prefix|insert|inserted|prefix_start|remove|removed|stage|unstage|y_states,18,Uni-Lab-OS/community_drivers/pim/info.txt
pipette_controller,pipette_controller,PipetteController,generic,,16,auto-aspirate|auto-blowout|auto-check_connection|auto-clear_and_reset|auto-disconnect_pipette|auto-dispense|auto-eject|auto-eject_and_home|auto-initiate_rline|auto-parseError|auto-readFeedback|auto-reset|auto-sendCmd|auto-tellLevel|auto-tellPosition|auto-waitAck,aspirate|blowout|check_connection|clear_and_reset|disconnect_pipette|dispense|eject|eject_and_home|initiate_rline|parseError|readFeedback|reset|sendCmd|tellLevel|tellPosition|waitAck,17,Uni-Lab-OS/community_drivers/pipette_controller/info.txt
plant,plant,Process Plant Controller驱动，支持quit/read probes/run/start/is connected等8个操作。,表征设备,表征设备(experimental_step),8,auto-controler_output|auto-is_connected|auto-quit|auto-read_probes|auto-reset|auto-run|auto-start|auto-update,controler_output|is_connected|quit|read_probes|reset|run|start|update,15,Uni-Lab-OS/community_drivers/plant/info.txt
plate_reader,plate_reader,Microplate Reader 酶标仪是一款酶标仪，主要功能包括关闭、打开、读取数据。,酶标仪,酶标仪(device_template_tag),8,auto-assign_child_resource|auto-close|auto-get_plate|auto-open|auto-read_absorbance|auto-read_fluorescence|auto-read_luminescence|auto-serialize,assign_child_resource|close|get_plate|open|read_absorbance|read_fluorescence|read_luminescence|serialize,9,Uni-Lab-OS/community_drivers/plate_reader/info.txt
plc,plc,Programmable Logic Controller是一款实验执行&合成设备，主要功能包括关闭、写入数据、设备连接、读取数据。,实验执行&合成设备,实验执行&合成设备(experimental_step),14,auto-Close|auto-ConnectionSize|auto-Discover|auto-GetDeviceProperties|auto-GetModuleProperties|auto-GetPLCTime|auto-GetProgramTagList|auto-GetProgramsList|auto-GetTagList|auto-Message|auto-Read|auto-ReceiveMessage|auto-SetPLCTime|auto-Write,Close|ConnectionSize|Discover|GetDeviceProperties|GetModuleProperties|GetPLCTime|GetProgramTagList|GetProgramsList|GetTagList|Message|Read|ReceiveMessage|SetPLCTime|Write,67,Uni-Lab-OS/community_drivers/plc/info.txt
pm100_usb,pm100_usb,Thorlabs PM100USB 光功率计是由Thorlabs生产的表征设备，主要功能包括读取数据。,表征设备,表征设备(experimental_step),10,auto-averaging_count|auto-cache_units|auto-calibration_message|auto-flags|auto-measurement_configuration|auto-name|auto-read|auto-sensor|auto-serial_number|auto-type,averaging_count|cache_units|calibration_message|flags|measurement_configuration|name|read|sensor|serial_number|type,7,Uni-Lab-OS/community_drivers/pm100_usb/info.txt
point_type_graphic,point_type_graphic,Point Type Graphic是一款后处理设备，主要功能包括使能、关闭、写入数据、启动、复位、成像。,后处理设备,后处理设备(experimental_step),9,auto-adjust_part|auto-begin_drag|auto-end_drag|auto-mime_data_dict|auto-nudge|auto-position|auto-read_from_mime_data|auto-reset_position|auto-test,adjust_part|begin_drag|end_drag|mime_data_dict|nudge|position|read_from_mime_data|reset_position|test,401,Uni-Lab-OS/community_drivers/point_type_graphic/info.txt
polled_internal_device,polled_internal_device,Polled Internal Device是一款实验执行&合成设备，主要功能包括关闭、加载、启动。,实验执行&合成设备,实验执行&合成设备(experimental_step),14,auto-close|auto-closed|auto-end_time|auto-event_delay|auto-host|auto-is_active|auto-load_average|auto-start_time|auto-temperature|auto-usage|auto-utc|auto-value|auto-wait_for_active|auto-wait_for_inactive,close|closed|end_time|event_delay|host|is_active|load_average|start_time|temperature|usage|utc|value|wait_for_active|wait_for_inactive,38,Uni-Lab-OS/community_drivers/polled_internal_device/info.txt
port,port,通用设备通信端口接口，支持串口、TCP等多种底层传输协议。,实验执行&合成设备,实验执行&合成设备(experimental_step),8,auto-channel_count|auto-create|auto-fileno|auto-get_stages|auto-recv_message|auto-run|auto-send_message|auto-serial_number,channel_count|create|fileno|get_stages|recv_message|run|send_message|serial_number,19,Uni-Lab-OS/community_drivers/port/info.txt
port_reader,port_reader,Port Reader是一款实验执行&合成设备，主要功能包括关闭、读取数据。,实验执行&合成设备,实验执行&合成设备(experimental_step),5,auto-clear_array|auto-close_PortReader|auto-takeNpArray|auto-takeReadout|auto-thread_foo,clear_array|close_PortReader|takeNpArray|takeReadout|thread_foo,6,Uni-Lab-OS/community_drivers/port_reader/info.txt
post_wifi_connection,post_wifi_connection,Post Wifi Connection是一款实验执行&合成设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),9,auto-address|auto-device|auto-dns|auto-gateway|auto-netmask|auto-security|auto-ssid|auto-to_dict|auto-to_str,address|device|dns|gateway|netmask|security|ssid|to_dict|to_str,20,Uni-Lab-OS/community_drivers/post_wifi_connection/info.txt
post_wifi_connections,post_wifi_connections,Post Wifi Connections是一款实验执行&合成设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),9,auto-address|auto-device|auto-dns|auto-gateway|auto-netmask|auto-security|auto-ssid|auto-to_dict|auto-to_str,address|device|dns|gateway|netmask|security|ssid|to_dict|to_str,20,Uni-Lab-OS/community_drivers/post_wifi_connections/info.txt
power_meter1830c,power_meter1830c,Newport 1830-C 光功率计是由Newport Corporation生产的专业实验设备。,表征设备,表征设备(experimental_step),16,auto-attenuator|auto-autocalibration|auto-autocalibration_async|auto-beeper|auto-data|auto-echo|auto-filter|auto-go|auto-keypad|auto-lockout|auto-range|auto-store_reference|auto-store_reference_async|auto-units|auto-wavelength|auto-zero,attenuator|autocalibration|autocalibration_async|beeper|data|echo|filter|go|keypad|lockout|range|store_reference|store_reference_async|units|wavelength|zero,26,Uni-Lab-OS/community_drivers/power_meter1830c/info.txt
power_supply_device,power_supply_device,Programmable Power Supply是一款实验执行&合成设备，主要功能包括初始化。,实验执行&合成设备,实验执行&合成设备(experimental_step),1,auto-initialize,initialize,3,Uni-Lab-OS/community_drivers/power_supply_device/info.txt
powermeter1830c,powermeter1830c,Newport 1830-C 光功率计驱动是由Newport Corporation生产的专业实验设备。,表征设备,表征设备(experimental_step),17,auto-attenuator|auto-autocalibration|auto-autocalibration_async|auto-beeper|auto-data|auto-echo|auto-filter|auto-go|auto-initialize|auto-keypad|auto-lockout|auto-range|auto-store_reference|auto-store_reference_async|auto-units|auto-wavelength|auto-zero,attenuator|autocalibration|autocalibration_async|beeper|data|echo|filter|go|initialize|keypad|lockout|range|store_reference|store_reference_async|units|wavelength|zero,28,Uni-Lab-OS/community_drivers/powermeter1830c/info.txt
