name,name_en,device,registry_key,action_count,function_count,atom_actions,description,description_en,categories,tags,source_file,matched_life_science_tags,matched_tag_confidences,confidence,confidence_refined
光纤振动器,Fiber Shaker,fiber_shaker,fiber_shaker,3,35,auto-Notify|auto-TurnOff|auto-TurnOn,光纤振动器是一种用于机械振动光纤的实验装置，常用于激光照明路径中，通过持续扰动光纤来降低散斑并改善照明均匀性，适合显微成像等光学实验。,"A fiber shaker is a laboratory device that mechanically vibrates an optical fiber. It is commonly used in laser illumination paths to reduce speckle and improve illumination uniformity, especially in microscopy and other optical experiments.",光纤振动器,实验执行&合成设备|光学与光谱实验|显微成像与光学显微实验|激光激发与光谱测量|光纤振动器,_aggregate_device_info_output.csv,显微成像与光学显微实验,medium,medium,medium
GRBL三轴运动平台,GRBL 3-Axis Motion Stage,grbl_driver,grbl_driver,25,38,auto-alarm_reset|auto-check_alarm|auto-close|auto-controlled_stop|auto-current_position|auto-get_positions|auto-get_status_report|auto-home|auto-move_abs|auto-move_rel|auto-move_xyz|auto-reset_stage|auto-set_laser_intensity|auto-set_led|auto-shake_plate|auto-soft_reset|auto-stop|auto-verify_settings|auto-write_all_settings|auto-write_global_config|auto-xmove|auto-ymove|auto-zero_position|auto-zhome|auto-zmove,这是一种基于 GRBL 控制器的三轴电动运动平台，通常由 Arduino Uno 与 CNC Shield 驱动 X、Y、Z 轴步进电机。设备支持回零、限位开关、相对/绝对定位，以及简单的激光强度和 LED 控制，可用于实验室中的样品托盘、载台或小型自动化机构的移动、定位与振动操作。,"This is a GRBL-based 3-axis motorized motion stage, typically driven by an Arduino Uno and CNC shield to control X, Y, and Z stepper motors. It supports homing, limit switches, relative and absolute positioning, and simple laser intensity and LED control, making it useful for moving, positioning, and shaking sample plates, stages, or small laboratory automation mechanisms.",电动定位台,物流/机械|精密定位与运动控制|样品/探针定位与运动控制|电动定位台,_aggregate_device_info_output.csv,样品/探针定位与运动控制|电动定位台,medium|medium,medium,medium
GRBL 三轴电动位移台,GRBL-controlled XYZ motorized stage,grbl_controller,grbl_controller,11,28,auto-close|auto-get_position|auto-home|auto-move|auto-remove_comment|auto-remove_eol_chars|auto-send_gcode_command|auto-send_gcode_command_inThread|auto-send_wake_up|auto-wait_for_movement_completion|auto-write,这是一类由 GRBL 运动控制器驱动的三轴电动位移平台，通常采用步进电机实现 X、Y、Z 方向移动，并支持回零与位置查询。在实验室中常用于显微镜样品定位、自动扫描、对焦位移和小型自动化运动控制。,"This is a three-axis motorized positioning stage driven by a GRBL motion controller, typically using stepper motors for X, Y, and Z travel with homing and position readback. In laboratories it is commonly used for microscope sample positioning, automated scanning, focus translation, and small-scale motion automation.",电动定位台,物流/机械|精密定位与运动控制|样品/探针定位与运动控制|显微成像与光学显微实验|电动定位台,_aggregate_device_info_output.csv,样品/探针定位与运动控制|显微成像与光学显微实验|电动定位台,medium|medium|medium,medium,medium
GSIOC兼容实验室仪器,GSIOC-compatible laboratory instrument,gsioc_interface,gsioc_interface,6,15,auto-buffered_command|auto-buffered_command_async|auto-connect|auto-connect_async|auto-immediate_command|auto-immediate_command_async,这类设备是支持 GSIOC 串行通信协议的实验室仪器，通常通过 RS-422/485 总线连接，并可在同一总线上按单元地址进行选择与控制。它们常见于实验室自动化场景，用于样品处理、流体输送或其他需要串行联机控制的仪器系统。,"This device class comprises laboratory instruments that support the GSIOC serial communication protocol, typically over an RS-422/485 bus. They can be addressed and controlled by unit ID on a shared serial bus and are commonly used in lab automation setups for sample handling, fluid transfer, or other instrument control tasks.",GSIOC兼容液体处理仪器,备料&前处理设备|实验执行&合成设备|实验室自动化与仪器集成|移液站产品|GSIOC串行仪器控制|GSIOC兼容液体处理仪器,_aggregate_device_info_output.csv,实验室自动化与仪器集成|移液站产品|GSIOC兼容液体处理仪器,low|medium|medium,medium,medium
Gatan电镜相机与能量过滤器系统,Gatan TEM Camera and Energy Filter System,gatan_socket,gatan_socket,39,54,auto-AlignEnergyFilterZeroLossPeak|auto-ExchangeMessages|auto-ExecuteCameraObjectFunction|auto-ExecuteGetDoubleCameraObjectFunction|auto-ExecuteGetDoubleScript|auto-ExecuteGetLongCameraObjectFunction|auto-ExecuteGetLongScript|auto-ExecuteScript|auto-ExecuteSendCameraObjectionFunction|auto-ExecuteSendScript|auto-GetDMVersion|auto-GetEnergyFilter|auto-GetEnergyFilterOffset|auto-GetEnergyFilterWidth|auto-GetImage|auto-GetLong|auto-GetNumberOfCameras|auto-GetPluginVersion|auto-InsertCamera|auto-IsCameraInserted|auto-RunScript|auto-SelectCamera|auto-SendLongGetLong|auto-SetEnergyFilter|auto-SetEnergyFilterOffset|auto-SetEnergyFilterWidth|auto-SetK2Parameters|auto-SetReadMode|auto-SetShutterNormallyClosed|auto-SetupFileSaving|auto-UpdateK2HardwareDarkReference|auto-connect|auto-disconnect|auto-getNumGrabSum|auto-hasScriptFunction|auto-reconnect|auto-recv_data|auto-send_data|auto-setNumGrabSum,这是一套用于透射电子显微镜的Gatan成像与能量过滤系统，可管理一台或多台电镜相机，并支持K2类直接电子探测器参数设置、图像采集、分帧保存以及能量过滤器调节。它常用于TEM和冷冻电镜实验中的图像记录、剂量分割采集和零损峰对准。,"This is a Gatan imaging and energy-filter system for transmission electron microscopy. It can manage one or more microscope cameras and supports K2-class direct electron detector configuration, image acquisition, frame saving, and energy filter adjustment. It is commonly used in TEM and cryo-EM experiments for image recording, dose-fractionated acquisition, and zero-loss peak alignment.",科学相机|电镜相机|电镜能量过滤器,表征设备|智慧表征与检测中心|物化表征测试中心|科学相机|透射电镜与冷冻电镜成像|电镜相机|电镜能量过滤器,_aggregate_device_info_output.csv,科学相机|透射电镜与冷冻电镜成像|电镜相机|电镜能量过滤器,medium|high|medium|medium,high,medium
工业相机,GenICam camera,camera,camera,27,69,auto-cleanup|auto-create_buffers|auto-create_stream|auto-get_device|auto-get_device_id|auto-get_exposure_time|auto-get_frame|auto-get_frame_rate|auto-get_gain|auto-get_model_name|auto-get_payload|auto-get_pixel_format_as_string|auto-get_region|auto-get_sensor_size|auto-get_trigger_source|auto-get_vendor_name|auto-set_acquisition_mode|auto-set_frame_rate|auto-set_gain|auto-set_region|auto-set_trigger_source|auto-start_acquisition|auto-start_acquisition_continuous|auto-start_acquisition_trigger|auto-stop_acquisition|auto-trigger|auto-try_get_frame,一种用于实验成像和机器视觉采集的数字相机，可连续或触发采集图像，并可调曝光时间、增益、帧率、像素格式和采集区域，常用于显微观察、定位检测和通用视觉测量。,"A digital machine-vision camera for laboratory imaging and visual data acquisition. It supports continuous or triggered image capture and allows adjustment of exposure time, gain, frame rate, pixel format, and acquisition region, making it suitable for microscopy, alignment, inspection, and general imaging measurements.",科学相机|工业相机,表征设备|智慧表征与检测中心|光学与光谱实验|显微成像与光学显微实验|科学相机|实验成像与机器视觉|工业相机,_aggregate_device_info_output.csv,显微成像与光学显微实验|科学相机|实验成像与机器视觉,medium|medium|medium,medium,medium
GenICam工业相机,GenICam machine vision camera,harvester,harvester,19,239,auto-add_cti_file|auto-add_file|auto-compose_message|auto-create|auto-create_image_acquirer|auto-cti_files|auto-device_info_list|auto-files|auto-has_revised_device_info_list|auto-image_acquirers|auto-remove_cti_file|auto-remove_cti_files|auto-remove_file|auto-remove_files|auto-reset|auto-timeout_for_update|auto-timer|auto-update|auto-update_device_info_list,符合 GenICam/GenTL 标准的工业相机或成像设备，用于实验室中的图像采集、机器视觉、显微成像和自动化检测。此类设备通常可被枚举、连接，并持续输出二维图像数据流。,"A GenICam/GenTL-compatible machine vision camera or imaging device used in laboratories for image acquisition, machine vision, microscopy, and automated inspection. Such devices can typically be enumerated, connected, and used to stream 2D image data.",工业相机,表征设备|智慧表征与检测中心|实验成像与机器视觉|显微成像与光学显微实验|工业相机,_aggregate_device_info_output.csv,实验成像与机器视觉|显微成像与光学显微实验,medium|medium,medium,medium
GenICam工业相机,GenICam machine vision camera,image_acquirer,image_acquirer,33,239,auto-add_callback|auto-data_streams|auto-destroy|auto-device|auto-fetch|auto-fetch_buffer|auto-interface|auto-is_acquiring|auto-is_acquiring_images|auto-is_armed|auto-is_valid|auto-min_num_buffers|auto-num_buffers|auto-num_filled_buffers_to_hold|auto-num_holding_filled_buffers|auto-remote_device|auto-remove_callback|auto-remove_callbacks|auto-start|auto-start_acquisition|auto-start_image_acquisition|auto-statistics|auto-stop|auto-stop_acquisition|auto-stop_image_acquisition|auto-supported_events|auto-system|auto-thread_image_acquisition|auto-timeout_for_image_acquisition|auto-timeout_on_client_fetch_call|auto-timeout_period_on_client_fetch_call|auto-timeout_period_on_update_event_data_call|auto-try_fetch,一种遵循 GenICam/GenTL 标准进行图像传输的工业相机或机器视觉相机，用于实验室中的显微成像、样品观察、过程记录和自动化视觉检测，可进行单帧或连续图像采集。,"An industrial or machine-vision camera that transfers images through the GenICam/GenTL standard. It is used in laboratories for microscopy imaging, sample observation, process documentation, and automated visual inspection, supporting single-frame or continuous image acquisition.",工业相机,表征设备|智慧表征与检测中心|实验室自动化与仪器集成|显微成像与光学显微实验|实验成像与机器视觉|实验成像与过程监测|工业相机,_aggregate_device_info_output.csv,实验室自动化与仪器集成|显微成像与光学显微实验|实验成像与机器视觉|实验成像与过程监测,low|medium|medium|medium,medium,medium
通用实验相机,Generic Laboratory Camera,camera_device,camera_device,9,24,auto-captureFrames|auto-captureLoopSynchronous|auto-captureLoopThread|auto-doInitializeDevice|auto-doShutdownDevice|auto-isCapturing|auto-livePreview|auto-start|auto-stop,用于采集可见光图像或视频的相机，可在实验中用于样品观察、装置对准、过程监测和图像记录。,"A camera for acquiring visible-light images or video, used in laboratories for sample observation, instrument alignment, process monitoring, and image recording.",科学相机,表征设备|智慧表征与检测中心|科学相机|实验成像与过程监测,_aggregate_device_info_output.csv,科学相机|实验成像与过程监测,medium|medium,medium,medium
GigE Vision工业相机,GigE Vision industrial camera,gev_device,gev_device,9,126,get_device_info|get_device_number|open_device_by_index|open_device_by_ip|open_device_by_mac|open_device_by_sn|open_device_by_user_id|update_all_device_list|update_device_list,这是一类通过千兆以太网进行通信和图像传输的工业数字相机，可输出原始或彩色图像数据。实验室中常用于显微成像、机器视觉、自动化检测和各类需要远距离稳定图像采集的实验平台。,"This is an industrial digital camera that communicates and streams image data over Gigabit Ethernet. It can provide raw or color image data and is commonly used in laboratories for microscopy, machine vision, automated inspection, and other setups requiring stable image acquisition over longer cable distances.",工业相机,表征设备|智慧表征与检测中心|实验成像与机器视觉|实验成像与过程监测|显微成像与光学显微实验|工业相机,_aggregate_device_info_output.csv,实验成像与机器视觉|实验成像与过程监测|显微成像与光学显微实验,medium|medium|medium,medium,medium
滨松科学相机,Hamamatsu Scientific Camera,hamamatsu_hardware,hamamatsu_hardware,5,12,auto-connect|auto-disconnect|auto-readOnlyWhenOpt|auto-setup|auto-updateCameraSettings,这是一台滨松科学相机，用于实验中的高灵敏图像采集。它支持曝光时间、触发方式、采集模式以及子区域/分区读出设置，适合显微成像、光学测量和其他需要同步触发与快速连续采集的实验。,"This is a Hamamatsu scientific camera used for sensitive image acquisition in laboratory experiments. It supports exposure control, trigger configuration, acquisition modes, and subarray/ROI readout, making it suitable for microscopy, optical measurements, and other experiments requiring synchronized triggering and rapid image capture.",科学相机,表征设备|光学与光谱实验|显微成像与光学显微实验|实验成像与过程监测|科学相机,_aggregate_device_info_output.csv,显微成像与光学显微实验|实验成像与过程监测|科学相机,medium|medium|medium,medium,medium
Hamilton 微孔板加热振荡器控制盒,Hamilton Heater Shaker Box,hamilton_heater_shaker_box,hamilton_heater_shaker_box,13,34,auto-deactivate|auto-get_current_temperature|auto-get_edge_temperature|auto-get_is_shaking|auto-lock_plate|auto-send_hhs_command|auto-serialize|auto-set_temperature|auto-shake|auto-stop_shaking|auto-supports_active_cooling|auto-supports_locking|auto-unlock_plate,用于连接和控制 Hamilton 微孔板加热振荡器的控制盒，可执行加热、振荡、锁板/解锁并读取温度信息，常用于微孔板样品的孵育、混匀和自动化实验流程。,"A control box for Hamilton microplate heater-shaker units, used to heat and shake plates, lock or release plates, and read temperature information. It is commonly used for plate incubation, mixing, and automated laboratory workflows.",微孔板加热振荡器控制器,备料&前处理设备|实验室自动化与仪器集成|移液站产品|微孔板样品孵育与混匀|微孔板加热振荡器控制器,_aggregate_device_info_output.csv,实验室自动化与仪器集成|移液站产品|微孔板样品孵育与混匀|微孔板加热振荡器控制器,low|medium|high|medium,high,medium
Hamilton微孔板加热振荡器,Hamilton Microplate Heater Shaker,hamilton_heater_shaker_backend,hamilton_heater_shaker_backend,13,35,auto-deactivate|auto-get_current_temperature|auto-get_edge_temperature|auto-get_is_shaking|auto-lock_plate|auto-send_hhs_command|auto-serialize|auto-set_temperature|auto-shake|auto-stop_shaking|auto-supports_active_cooling|auto-supports_locking|auto-unlock_plate,用于微孔板样品加热与振荡混匀的实验室设备，可设定温度、启动或停止振荡，并可锁定板位以提高运行稳定性。常用于样品孵育、反应混合及自动化液体处理流程中的板上处理。,"A laboratory device for heating and shaking microplates, with controllable temperature, start/stop shaking, and plate locking for stable operation. It is commonly used for sample incubation, reaction mixing, and on-deck plate processing in automated liquid handling workflows.",热混匀仪,备料&前处理设备|实验室自动化与仪器集成|移液站产品|热混匀仪|微孔板样品孵育与混匀,_aggregate_device_info_output.csv,实验室自动化与仪器集成|移液站产品|热混匀仪|微孔板样品孵育与混匀,low|medium|high|high,high,medium
Hamilton倾斜模块,Hamilton Tilt Module,hamilton_tilt_module_backend,hamilton_tilt_module_backend,23,33,auto-send_command|auto-set_angle|auto-setup|auto-stop|auto-tilt_go_to_position|auto-tilt_initial_offset|auto-tilt_initialize|auto-tilt_move_to_absolute_step_position|auto-tilt_move_to_relative_step_position|auto-tilt_port_clear_open_collector|auto-tilt_port_set_open_collector|auto-tilt_power_off|auto-tilt_request_error|auto-tilt_request_offset_between_light_barrier_and_init_position|auto-tilt_request_sensor|auto-tilt_set_drain_time|auto-tilt_set_name|auto-tilt_set_speed|auto-tilt_set_temperature|auto-tilt_set_waste_pump_off|auto-tilt_set_waste_pump_on|auto-tilt_switch_encoder|auto-tilt_switch_off_temperature_controller,这是一种用于实验室自动化平台的机械倾斜模块，可按设定角度或位置倾斜样品载具，以辅助液体排空、沉降、分离或处理过程中的姿态控制。根据配置不同，模块还可带有加热、编码器、传感器输入、开集电极输出以及废液泵等功能。,"A mechanical tilting module for laboratory automation platforms that tilts sample carriers to defined angles or positions to support liquid draining, settling, separation, or controlled sample handling. Depending on configuration, the module may also include heating, an encoder, sensor inputs, open-collector outputs, and a waste pump.",实验室倾斜模块,备料&前处理设备|物流/机械|实验室自动化与仪器集成|移液站产品|样品/探针定位与运动控制|实验室倾斜模块,_aggregate_device_info_output.csv,实验室自动化与仪器集成|移液站产品|样品/探针定位与运动控制|实验室倾斜模块,low|medium|medium|low,medium,medium
哈佛注射泵（Pump 11/PHD2000）,Harvard syringe pump (Pump 11/PHD2000),pump,pump,9,27,auto-infuse|auto-read|auto-setdiameter|auto-setflowrate|auto-settargetvolume|auto-stop|auto-waituntiltarget|auto-withdraw|auto-write,用于精密液体输送的注射泵，可通过串口按地址控制单台或串接泵，设置注射器直径、流速和目标体积，并执行注液、回抽与停止操作，适用于微流控、定量加液和连续流实验。,"A precision syringe pump for liquid delivery, controllable over a serial connection with pump addressing on a daisy chain. It supports setting syringe diameter, flow rate, and target volume, and performing infusion, withdrawal, and stop operations for microfluidics, metered dispensing, and flow experiments.",注射泵,备料&前处理设备|实验执行&合成设备|溶液配制与反应|微流控与流体操控|流动化学|液体输送与定量分配|注射泵,_aggregate_device_info_output.csv,液体输送与定量分配,medium,medium,medium
INHECO 温控控制盒,INHECO TEC Control Box,inheco_tec_control_box,inheco_tec_control_box,5,16,auto-reset_action_display|auto-send_command|auto-set_touchscreen|auto-setup|auto-stop,一款用于实验室温度控制模块的热电温控控制盒，可为加热/制冷附件提供控制与状态交互，常用于样品、板位或实验流程中的温度管理。,"A thermoelectric temperature control box for laboratory temperature-control modules. It provides control and device interaction for heating/cooling accessories, and is commonly used for managing sample, plate, or workflow temperatures.",PID过程控制器,实验执行&合成设备|实验室自动化与仪器集成|过程控制与工业仪表实验|外接设备恒温控制|PID过程控制器,_aggregate_device_info_output.csv,实验室自动化与仪器集成|外接设备恒温控制|PID过程控制器,low|medium|low,medium,medium
INHECO Thermoshake AC恒温振荡器,INHECO Thermoshake AC heater-shaker,inheco_thermoshake_backend,inheco_thermoshake_backend,8,16,auto-lock_plate|auto-set_shaker_shape|auto-set_shaker_speed|auto-shake|auto-start_shaking|auto-stop_shaking|auto-supports_locking|auto-unlock_plate,这是一种实验室恒温振荡器，用于对样品板等容器进行加热与振荡混匀。设备可设置振荡转速和振荡轨迹，部分操作还包括样品板锁定/解锁，常用于样品孵育、混匀及温控处理。,"This is a laboratory heater-shaker used to heat and shake sample plates and similar labware for mixing. It supports setting shaking speed and motion pattern, and some operations include plate locking/unlocking, making it suitable for incubation, mixing, and temperature-controlled sample handling.",热混匀仪,实验执行&合成设备|生命体系|实验室自动化与仪器集成|微孔板样品孵育与混匀|热混匀仪,_aggregate_device_info_output.csv,生命体系|实验室自动化与仪器集成|微孔板样品孵育与混匀|热混匀仪,high|low|high|high,high,medium
Jubilee 模块化自动换工具运动平台,Jubilee modular tool-changing motion platform,machine,machine,38,63,auto-active_tool_index|auto-axis_limits|auto-configured_axes|auto-configured_tools|auto-connect|auto-delay_time|auto-disconnect|auto-download_file|auto-dwell|auto-gcode|auto-get_position|auto-home_all|auto-home_e|auto-home_in_place|auto-home_u|auto-home_v|auto-home_x|auto-home_xyu|auto-home_y|auto-home_z|auto-load_deck|auto-load_labware|auto-load_tool|auto-move|auto-move_to|auto-park_tool|auto-pickup_tool|auto-pop_machine_state|auto-position|auto-push_machine_state|auto-reload_tool|auto-reset|auto-safe_z_movement|auto-set_tool_offset|auto-split_response_objects|auto-tool_lock|auto-tool_unlock|auto-tool_z_offsets,Jubilee 是一台用于实验室自动化的台式多轴运动平台，支持自动换工具与甲板式工作区配置。它可在 X/Y/Z/U 等轴上精确移动，并配合移液、注射或其他末端工具执行定位、取放工具、装载 labware、样品转移等任务，适用于通用实验室自动化和液体处理流程。,"Jubilee is a benchtop multi-axis motion platform for laboratory automation with automatic tool changing and deck-based workspace configuration. It can move precisely along axes such as X/Y/Z/U and work with pipetting, syringe, or other end tools for positioning, tool pickup and parking, labware placement, and sample-handling tasks in general lab automation workflows.",台式多轴自动换工具平台,物流/机械|实验室自动化与仪器集成|实验室机器人操作与样品转运|移液站产品|台式多轴自动换工具平台,_aggregate_device_info_output.csv,实验室自动化与仪器集成|实验室机器人操作与样品转运|移液站产品|台式多轴自动换工具平台,low|medium|medium|low,medium,medium
实验室离心机,Laboratory Centrifuge,centrifuge,centrifuge,16,26,auto-at_bucket|auto-close_door|auto-deserialize|auto-door_open|auto-go_to_bucket1|auto-go_to_bucket2|auto-load|auto-lock_bucket|auto-lock_door|auto-open_door|auto-serialize|auto-spin|auto-start_spin_cycle|auto-unload|auto-unlock_bucket|auto-unlock_door,实验室离心机利用离心力分离液体样品中的不同组分，常用于样品沉降、相分离和前处理。该设备具备舱门控制、转篮/吊篮位置切换，以及按设定离心力和时间执行离心循环的能力，可用于自动化样品处理流程。,"A laboratory centrifuge uses centrifugal force to separate components in liquid samples. It is commonly used for pelleting, phase separation, and sample preparation. This device supports door control, indexed bucket positions, and timed spin cycles at a specified g-force, making it suitable for automated sample-handling workflows.",离心机,备料&前处理设备|溶液配制与反应|实验室自动化与仪器集成|离心机|液体样品离心分离与前处理,_aggregate_device_info_output.csv,实验室自动化与仪器集成|离心机|液体样品离心分离与前处理,low|high|high,high,medium
实验室板式振荡器,Laboratory Plate Shaker,shaker,shaker,5,12,auto-lock_plate|auto-serialize|auto-shake|auto-stop_shaking|auto-unlock_plate,用于对实验样品板进行振荡混匀的实验室设备，可按设定转速运行指定时长或连续运行，并支持锁定/解锁样品板以保证振荡过程中的稳定性。,"A laboratory device used to shake and mix sample plates. It can run at a specified speed for a set duration or continuously, and supports locking/unlocking the plate to keep it secure during shaking.",振荡器（非恒温）,备料&前处理设备|溶液配制与反应|微孔板样品孵育与混匀|振荡器（非恒温）,_aggregate_device_info_output.csv,微孔板样品孵育与混匀,high,high,medium
350型多通道温度控制器,Lake Shore Model 350 Temperature Controller,lakeshore350,lakeshore350,8,23,auto-close|auto-get_heater_output|auto-get_temperature|auto-reset_and_clear|auto-set_heater_range|auto-set_setpoint|auto-setup_heater|auto-setup_ramp,一款多通道温度控制器，可读取多个温度传感器输入并驱动加热器输出，用于温度设定值保持、按斜坡升降温以及加热功率调节，常用于实验中的样品温度监测与稳定控制。,"A multi-channel temperature controller that reads multiple temperature sensor inputs and drives heater outputs for setpoint regulation, ramped temperature changes, and heater power control. It is commonly used for sample temperature monitoring and stabilization in laboratory experiments.",温度控制器,实验执行&合成设备|表征设备|环境控制与稳定性测试|外接设备恒温控制|温度控制器,_aggregate_device_info_output.csv,环境控制与稳定性测试|外接设备恒温控制|温度控制器,medium|medium|low,medium,medium
LightField科研探测相机,LightField Scientific Detector Camera,light_field_detector_cam,light_field_detector_cam,1,8,query,用于科研实验的面阵探测相机/探测器，可采集二维图像或光谱相关信号，常见于光谱测量、低光成像和实验室光学检测。,"A scientific area detector camera used to acquire 2D images or spectroscopy-related signals, commonly used in laboratory optical measurements, low-light imaging, and spectroscopic experiments.",科学相机|面阵探测器,表征设备|光学与光谱实验|光谱采集与检测|科学相机|面阵探测器,_aggregate_device_info_output.csv,科学相机|面阵探测器,medium|medium,medium,medium
液位传感器,Liquid Level Sensor,liquid_level,liquid_level,5,12,auto-close|auto-execute|auto-getlevel|auto-open|auto-setdebug,用于检测容器、储液槽或流体处理系统中液体液位的实验室设备，可用于监测试剂余量、避免吸空或溢出，并支持自动化流体处理过程中的液位确认。,"A laboratory device used to detect the liquid level in containers, reservoirs, or fluid-handling systems. It is used to monitor reagent volume, prevent running dry or overflow, and confirm liquid presence in automated fluid-handling workflows.",液位传感器,备料&前处理设备|实验执行&合成设备|实验室自动化与仪器集成|传感测量与环境感知|移液站产品|实验仪器数据采集与联机控制|液位传感器,_aggregate_device_info_output.csv,实验室自动化与仪器集成|移液站产品|液位传感器,low|medium|low,medium,medium
MC2000电动显微镜载物台控制器,MC2000 motorized microscope stage controller,mc2000,mc2000,11,18,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetId|auto-GetMax|auto-GetMin|auto-GetPos|auto-JoyOff|auto-JoyOn|auto-MoveTo|auto-addMenuItems,MC2000是一类用于控制显微镜电动载物台或多轴位移台的运动控制设备，通常支持X/Y/Z通道的位置读取、目标位置移动以及摇杆手动控制。在实验室中可用于显微成像时的样品精确定位、扫描和重复定位。,"The MC2000 is a motion controller for a motorized microscope stage or multi-axis translation stage, typically supporting X/Y/Z position readback, moves to target positions, and joystick-based manual control. In the lab it is used for precise sample positioning, scanning, and reproducible repositioning during microscopy.",电动位移台控制器,表征设备|精密定位与运动控制|显微成像与光学显微实验|样品/探针定位与运动控制|电动位移台控制器,_aggregate_device_info_output.csv,显微成像与光学显微实验|样品/探针定位与运动控制|电动位移台控制器,medium|medium|medium,medium,medium
MP-285三轴电动位移台,MP-285 3-Axis Motorized Stage,mp285,mp285,15,22,auto-close|auto-connect_to_serial|auto-convert_microns_to_microsteps|auto-convert_microsteps_to_microns|auto-disconnect_from_serial|auto-get_controller_status|auto-get_current_position|auto-interrupt_move|auto-move_to_specified_position|auto-read_response|auto-refresh_display|auto-reset_controller|auto-send_command|auto-set_absolute_mode|auto-set_resolution_and_velocity,MP-285 是一款三轴电动位移台/微操纵定位系统，可在 X、Y、Z 三个方向进行精密移动。它通常用于显微实验中对样品、探针或光学部件进行微米级定位与重复定位，并配有控制器进行速度、分辨率和运动模式设置。,"The MP-285 is a 3-axis motorized positioning stage/micromanipulation system that provides precise motion in X, Y, and Z. It is commonly used in microscopy-based laboratory setups to position samples, probes, or optical components with micron-scale control and repeatability, with a controller for setting speed, resolution, and motion mode.",电动定位台|电动直线位移台,实验执行&合成设备|精密定位与运动控制|样品/探针定位与运动控制|显微成像与光学显微实验|电动定位台|电动直线位移台,_aggregate_device_info_output.csv,样品/探针定位与运动控制|显微成像与光学显微实验|电动定位台,medium|medium|medium,medium,medium
MPB连续波激光器,MPB Continuous-Wave Laser,mpbcw_laser,mpbcw_laser,9,17,auto-Close|auto-GetPower|auto-GetRealPower|auto-IsOn|auto-SetPower|auto-TurnOff|auto-TurnOn|auto-check_on|auto-query,这是一台由MPB Communications生产的连续波激光器，可提供稳定的连续激光输出。实验中常用于荧光激发、光学对准、显微成像以及其他需要可调激光功率的光学测量任务。,"This is a continuous-wave laser made by MPB Communications, providing stable continuous laser output. In laboratories, it is commonly used for fluorescence excitation, optical alignment, microscopy, and other optical measurements that require adjustable laser power.",实验室激光光源,实验执行&合成设备|光学与光谱实验|激光激发与光谱测量|显微成像与光学显微实验|实验室激光光源,_aggregate_device_info_output.csv,显微成像与光学显微实验,medium,medium,medium
Masterflex L/S 蠕动泵,Masterflex L/S Peristaltic Pump,masterflex_backend,masterflex_backend,7,15,auto-halt|auto-run_continuously|auto-run_revolutions|auto-send_command|auto-serialize|auto-setup|auto-stop,一款实验室蠕动泵，通过滚轮挤压软管实现液体输送，可连续运行或按设定转数运行，常用于试剂传输、循环、灌装和一般流体处理。,"A laboratory peristaltic pump that moves liquid by compressing flexible tubing. It can run continuously or for a specified number of revolutions, and is commonly used for reagent transfer, recirculation, dispensing, and general fluid handling.",蠕动泵,备料&前处理设备|实验执行&合成设备|溶液配制与反应|液体输送与定量分配|蠕动泵,_aggregate_device_info_output.csv,液体输送与定量分配,medium,medium,medium
Masterflex 蠕动泵,Masterflex peristaltic pump,masterflex_serial,masterflex_serial,31,45,auto-addr|auto-batch_count|auto-connected|auto-disable|auto-dispense_status|auto-enable|auto-get_software_version|auto-get_version__model|auto-is_valid_integer|auto-off_time_full|auto-on_time_decisecond|auto-on_time_full|auto-on_time_hr|auto-on_time_min|auto-protocol|auto-reset_batch|auto-reset_cumulative|auto-restore_configs|auto-set_addr|auto-set_dir|auto-set_dispense_mode|auto-set_panel_active|auto-speed_percent|auto-speed_rpm|auto-start|auto-status|auto-stop|auto-store_configs|auto-unit_index|auto-volume|auto-volume_rev,一种可通过串口通信控制的实验室蠕动泵，用于连续输液、定时分配和批量加液。该设备可控制启停、转速、转向、分配模式和运行时间，并可记录体积与批次数，常用于试剂输送、流路控制和自动化液体处理。,"A laboratory peristaltic pump that can be controlled through serial communication for continuous pumping, timed dispensing, and batch liquid delivery. It supports control of start/stop, speed, direction, dispense mode, and run time, and can track volume and batch counts for reagent transfer, fluid-path control, and automated liquid handling.",蠕动泵,备料&前处理设备|实验执行&合成设备|溶液配制与反应|实验室自动化与仪器集成|液体输送与定量分配|移液站产品|蠕动泵,_aggregate_device_info_output.csv,实验室自动化与仪器集成|液体输送与定量分配|移液站产品,low|medium|medium,medium,medium
MatchBox紧凑型激光器,MatchBox Compact Laser,matchbox_laser,matchbox_laser,6,13,auto-GetPower|auto-IsOn|auto-SetPower|auto-TurnOff|auto-TurnOn|auto-getOutputPowerDAC,一种紧凑型激光模块，用于为实验中的光学激发、荧光照明、对准和一般激光光源需求提供稳定输出。常见于显微成像、光学实验和仪器集成场景。,"A compact laser module used to provide stable optical excitation for fluorescence illumination, alignment, and general laser source needs in laboratory setups. It is commonly used in microscopy, optical experiments, and instrument integration.",二极管激光器|实验室激光光源,表征设备|光学与光谱实验|激光激发与光谱测量|显微成像与光学显微实验|二极管激光器|实验室激光光源,_aggregate_device_info_output.csv,显微成像与光学显微实验|二极管激光器,medium|low,medium,medium
